profit,SOCmax,reward_total,soc,power,price
0.0,0.9999982876712329,0.0,0.0,0.0,41.42
-41.41999816894531,0.9999757467218415,-51.41999816894531,0.9,-0.9,39.86
-45.84781297489304,0.9999749368131801,-65.84781297489305,0.9999757467218415,-0.09997574672184151,39.8
-45.84777715893292,0.9999749368060752,-75.84777715893293,0.9999747468346052,9.998872363825982e-07,39.77
-45.847785553561195,0.9999749368047253,-85.84778555356121,0.9999749368060752,-1.8997146999932824e-07,40.09
-9.767689721335536,0.9999502741373479,-49.76768972133555,0.0,0.9999749368060752,41.33
-32.72880184969925,0.9999426703455905,-72.72880184969927,0.5,-0.5,43.67
-32.72880184969925,0.9999409580168234,-72.72880184969927,0.5,0.0,45.17
-12.402302673673862,0.9999333542250659,-62.40230267367387,0.0,0.5,59.5
-71.90230267367386,0.9999108132756745,-131.9023026736739,0.9,-0.9,69.42
-15.672104156828155,0.9998882723262832,-75.67210415682818,0.0,0.9,113.38
-15.672104156828155,0.9998865599975161,-85.67210415682818,0.0,0.0,119.25
-134.92210415682814,0.9998640190481247,-214.9221041568282,0.9,-0.9,123.96
-79.14010456881545,0.9998564152563673,-159.1401045688155,0.4,0.5,135.44
-30.381703689909187,0.9998512798528957,-110.38170368990924,0.0,0.4,140.71
-171.09171040377637,0.9998287389035043,-261.09171040377646,0.9,-0.9,140.69
-186.69716098161695,0.9998279303485799,-286.69716098161706,0.9998287389035043,-0.0998287389035043,131.18
-186.6970431302513,0.9998279303414869,-296.6970431302514,0.9998277406875482,9.982159561216378e-07,114.92
-186.69706734695163,0.9998279303401393,-306.6970673469517,0.9998279303414869,-1.8965393866476887e-07,78.54
-151.35406693496432,0.9998203265483818,-271.3540669349644,0.49982793034148687,0.5,79.89
-195.73672496585067,0.9998127229706065,-325.7367249658507,0.9998203265483818,-0.49999239620689495,80.41
-195.73672496585067,0.9998110106418394,-325.7367249658507,0.9998203265483818,0.0,62.66
-195.73607637173674,0.9998110105601155,-335.73607637173683,0.9998088254291937,1.1501119188156095e-05,44.22
-195.73618373450566,0.9998110105445887,-345.73618373450574,0.9998110105601155,-2.1851309217613135e-06,41.56
-158.33925145978677,0.999786349662526,-308.33925145978685,0.0,0.9998110105601155,39.73
-180.41147342769585,0.9997787458707685,-330.4114734276959,0.5,-0.5,32.6
-165.74147411434137,0.9997711420790111,-325.74147411434143,0.0,0.5,29.55
-165.74147411434137,0.999769429750244,-335.74147411434143,0.0,0.0,29.08
-181.89702962751142,0.9997618259584865,-351.8970296275115,0.5,-0.5,31.88
-181.89702962751142,0.9997601136297194,-351.8970296275115,0.5,0.0,39.68
-164.04102949018232,0.9997525098379619,-344.0410294901824,0.0,0.5,41.0
-205.04102949018232,0.9997299688885706,-395.0410294901824,0.9,-0.9,42.92
-205.04102949018232,0.9997282565598035,-395.0410294901824,0.9,0.0,47.96
-166.19343023175946,0.9997057156104121,-356.1934302317595,0.0,0.9,64.48
-202.0156543189448,0.9996981118186546,-392.0156543189448,0.5,-0.5,74.08
-168.67965349497018,0.9996905080268972,-358.67965349497024,0.0,0.5,78.89
-168.67965349497018,0.9996887956981301,-368.67965349497024,0.0,0.0,89.16
-218.21298886280874,0.9996811919063726,-418.2129888628088,0.5,-0.5,98.69
-173.80248776417594,0.9996735881146152,-383.80248776417596,0.0,0.5,103.46
-173.80248776417594,0.999671875785848,-393.80248776417596,0.0,0.0,108.18
-233.90248793371805,0.9996642719940906,-453.9024879337181,0.5,-0.5,98.43
-189.60898779638893,0.9996566682023331,-419.608987796389,0.0,0.5,80.08
-189.60898779638893,0.999654955873566,-429.608987796389,0.0,0.0,64.46
-189.60898779638893,0.9996532435447989,-429.608987796389,0.0,0.0,66.17
-226.37009789024745,0.9996456397530414,-466.3700978902475,0.5,-0.5,63.27
-197.8985976842538,0.999638035961284,-447.89859768425384,0.0,0.5,45.91
-197.8985976842538,0.9996363236325169,-457.89859768425384,0.0,0.0,42.39
-240.28859707390222,0.9996137826831255,-510.2885970739023,0.9,-0.9,39.77
-222.39209686790858,0.999606178891368,-492.3920968679086,0.4,0.5,31.95
-243.6781167268446,0.9995954041053023,-523.6781167268447,0.999606178891368,-0.599606178891368,28.41
-218.11918647604622,0.9995707454623015,-498.1191864760463,0.0,0.999606178891368,27.93
-218.11918647604622,0.9995690331335344,-508.1191864760463,0.0,0.0,27.94
-218.11918647604622,0.9995673208047673,-518.1191864760463,0.0,0.0,30.83
-218.11918647604622,0.9995656084760002,-528.1191864760463,0.0,0.0,35.04
-218.11918647604622,0.9995638961472331,-538.1191864760463,0.0,0.0,40.36
-240.54140903735265,0.9995562923554756,-560.5414090373527,0.5,-0.5,42.56
-264.1648718025584,0.9995487010432825,-594.1648718025584,0.9995562923554756,-0.49955629235547566,46.37
-243.29837228321028,0.9995410972515251,-573.2983722832103,0.4995562923554756,0.5,53.78
-273.17524139096196,0.9995334938873764,-603.1752413909619,0.9995410972515251,-0.49998480489604946,63.26
-273.1747069589583,0.999533493820676,-613.1747069589583,0.9995317103822058,9.386869319287453e-06,67.76
-212.2192632113028,0.9995088359939784,-552.2192632113027,0.0,0.9995317103822058,74.85
-212.2192632113028,0.9995071236652113,-562.2192632113027,0.0,0.0,81.91
-212.2192632113028,0.9995054113364442,-572.2192632113027,0.0,0.0,93.17
-212.2192632113028,0.9995036990076771,-582.2192632113027,0.0,0.0,107.93
-212.2192632113028,0.99950198667891,-592.2192632113027,0.0,0.0,87.86
-300.07926382165437,0.9994794457295186,-690.0792638216543,0.9,-0.9,69.42
-268.84026464562896,0.9994718419377612,-658.840264645629,0.4,0.5,55.13
-248.99346426110748,0.9994667065342896,-638.9934642611074,0.0,0.4,53.59
-248.99346426110748,0.9994649942055225,-648.9934642611074,0.0,0.0,50.04
-248.99346426110748,0.9994632818767554,-648.9934642611074,0.0,0.0,43.64
-248.99346426110748,0.9994615695479883,-658.9934642611074,0.0,0.0,41.64
-272.1267972553566,0.9994539657562308,-682.1267972553566,0.5,-0.5,38.47
-293.4756802246091,0.9994463773200086,-703.475680224609,0.9994539657562308,-0.49945396575623086,32.71
-278.7561806365964,0.9994387735282512,-688.7561806365964,0.4994539657562308,0.5,29.71
-265.40128145777794,0.999431185092029,-685.4012814577779,0.0,0.4994539657562308,27.39
-292.7912808474264,0.9994086441426376,-722.7912808474264,0.9,-0.9,26.75
-295.7459266594437,0.999407839453265,-735.7459266594436,0.9994086441426376,-0.09940864414263761,26.03
-295.7459033860382,0.9994078394462059,-745.7459033860382,0.9994076506989676,9.93443669988838e-07,28.6
-295.7459093840061,0.9994078394448648,-755.745909384006,0.9994078394462059,-1.8874723828332662e-07,34.03
-265.1370465832694,0.9993831829786886,-725.1370465832694,0.0,0.9994078394462059,39.47
-304.60704780397253,0.9993606420292972,-774.6070478039725,0.9,-0.9,43.56
-269.3234466916068,0.9993381010799058,-739.3234466916067,0.0,0.9,48.23
-269.3234466916068,0.9993363887511387,-739.3234466916067,0.0,0.0,54.61
-269.3234466916068,0.9993346764223716,-739.3234466916067,0.0,0.0,60.25
-269.3234466916068,0.9993329640936045,-749.3234466916067,0.0,0.0,64.85
-269.3234466916068,0.9993312517648374,-759.3234466916067,0.0,0.0,65.95
-335.273443639849,0.999308710815446,-835.2734436398489,0.9,-0.9,73.22
-343.3527591144417,0.9993079070449818,-853.3527591144416,0.999308710815446,-0.09930871081544601,77.34
-343.35269004376977,0.9993079070379308,-863.3526900437696,0.999307718506231,9.923092150445868e-07,72.05
-343.3527051367804,0.9993079070365912,-873.3527051367802,0.9993079070379308,-1.885316998073705e-07,62.27
-343.3527051366877,0.9993079070365912,-883.3527051366875,0.999307907036277,1.653821112978659e-12,56.6
-292.4479617246003,0.9992832516704523,-832.4479617246002,0.0,0.999307907036277,55.85
-348.2979601987214,0.9992607107210609,-898.2979601987213,0.9,-0.9,53.32
-354.1786058268936,0.9992599073918806,-914.1786058268935,0.9992607107210609,-0.09926071072106091,46.04
-354.17856473214226,0.9992599073848335,-924.1785647321423,0.9992597189566408,9.917644201084e-07,41.56
-316.8022529692411,0.9992352525499192,-886.8022529692411,0.0,0.9992597189566408,42.55
-316.8022529692411,0.9992335402211521,-886.8022529692411,0.0,0.0,35.73
-336.65225271492795,0.9992259364293946,-906.652252714928,0.5,-0.5,31.55
-354.1528948410038,0.999218354399382,-934.1528948410038,0.9992259364293945,-0.49922593642939456,26.94
-342.02989460067784,0.9992107506076245,-922.0298946006778,0.4992259364293945,0.5,27.88
-329.50331778086183,0.9992031685776119,-919.5033177808618,0.0,0.4992259364293945,30.71
-346.56442838334664,0.9991955647858545,-936.5644283833467,0.5,-0.5,35.15
-366.06078934327417,0.9991879836088114,-956.0607893432742,0.9991955647858544,-0.4991955647858544,42.16
-347.0887894119387,0.999180379817054,-937.0887894119388,0.49919556478585436,0.5,44.26
-327.2038340383538,0.999172798640011,-927.203834038354,0.0,0.49919556478585436,50.06
-327.2038340383538,0.9991710863112439,-927.203834038354,0.0,0.0,58.11
-327.2038340383538,0.9991693739824767,-927.203834038354,0.0,0.0,98.51
-327.2038340383538,0.9991676616537096,-937.203834038354,0.0,0.0,116.28
-327.2038340383538,0.9991659493249425,-947.203834038354,0.0,0.0,120.84
-327.2038340383538,0.9991642369961754,-947.203834038354,0.0,0.0,128.14
-455.34383342800226,0.999141696046784,-1085.3438334280024,0.9,-0.9,133.25
-470.0223123149289,0.9991408938115083,-1110.022312314929,0.999141696046784,-0.09914169604678402,138.58
-470.02218878852227,0.9991408938044708,-1120.0221887885223,0.9991407056328634,9.904139206978814e-07,122.08
-470.0222143129558,0.9991408938031338,-1130.0222143129558,0.9991408938044708,-1.8817160740702832e-07,88.63
-470.02221431282413,0.9991408938031338,-1140.0222143128242,0.9991408938028201,1.6506686278470073e-12,72.03
-437.6087148621405,0.9991332900113763,-1107.6087148621407,0.4991408938028201,0.5,61.49
-471.76930739779027,0.9991256864336009,-1151.7693073977905,0.9991332900113763,-0.4999923962085561,57.67
-419.9112938928507,0.9991010329948472,-1099.911293892851,0.0,0.9991332900113763,48.03
-419.9112938928507,0.9990993206660801,-1109.911293892851,0.0,0.0,43.81
-419.9112938928507,0.999097608337313,-1119.911293892851,0.0,0.0,44.28
-419.9112938928507,0.9990958960085459,-1129.911293892851,0.0,0.0,42.11
-419.9112938928507,0.9990941836797788,-1139.911293892851,0.0,0.0,33.18
-419.9112938928507,0.9990924713510116,-1149.911293892851,0.0,0.0,31.65
-419.9112938928507,0.9990907590222445,-1159.911293892851,0.0,0.0,31.23
-419.9112938928507,0.9990890466934774,-1169.911293892851,0.0,0.0,28.82
-448.73129358767494,0.9990665057440861,-1208.7312935876753,0.9,-0.9,29.65
-435.3887937593363,0.9990589019523286,-1195.3887937593367,0.4,0.5,38.64
-421.47839397906284,0.999053766548857,-1191.4783939790634,0.0,0.4,44.21
-421.47839397906284,0.9990520542200899,-1191.4783939790634,0.0,0.0,46.05
-447.06172688854093,0.9990444504283325,-1217.0617268885414,0.5,-0.5,51.21
-475.4573556102588,0.9990368734942506,-1245.4573556102594,0.9990444504283325,-0.4990444504283325,66.33
-415.8173974066641,0.9990122210386443,-1185.8173974066647,0.0,0.9990444504283325,83.52
-415.8173974066641,0.9990105087098772,-1195.8173974066647,0.0,0.0,98.79
-415.8173974066641,0.9990087963811101,-1205.8173974066647,0.0,0.0,122.24
-415.8173974066641,0.999007084052343,-1215.8173974066647,0.0,0.0,122.9
-415.8173974066641,0.9990053717235758,-1225.8173974066647,0.0,0.0,123.04
-415.8173974066641,0.9990036593948087,-1235.8173974066647,0.0,0.0,118.65
-481.7340649210413,0.9989960556030513,-1301.7340649210419,0.5,-0.5,86.96
-442.6020653330286,0.9989884518112938,-1272.6020653330293,0.0,0.5,59.33
-442.6020653330286,0.9989867394825267,-1282.6020653330293,0.0,0.0,54.42
-442.6020653330286,0.9989850271537596,-1292.6020653330293,0.0,0.0,53.26
-442.6020653330286,0.9989833148249925,-1302.6020653330293,0.0,0.0,47.68
